focal_class,scene,cluster
desk,0012474-000418045068,0
desk,001255_2014-06-16_16-03-29_260595134347_rgbf000122-resize,0
desk,001261_2014-06-16_16-08-11_260595134347_rgbf000047-resize,3
desk,001262_2014-06-16_16-08-25_260595134347_rgbf000072-resize,2
desk,001265_2014-06-16_16-10-39_260595134347_rgbf000091-resize,4
desk,001266_2014-06-16_16-11-01_260595134347_rgbf000087-resize,0
desk,001270_2014-06-16_16-13-43_260595134347_rgbf000085-resize,0
desk,001272_2014-06-16_16-14-31_260595134347_rgbf000076-resize,3
desk,001273_2014-06-16_16-14-48_260595134347_rgbf000140-resize,0
desk,001274_2014-06-16_16-15-09_260595134347_rgbf000096-resize,0
desk,001276_2014-06-16_16-15-52_260595134347_rgbf000134-resize,4
desk,0012812-000429618435,6
desk,001285_2014-06-16_16-24-01_260595134347_rgbf000084-resize,3
desk,001286_2014-06-16_16-24-19_260595134347_rgbf000118-resize,4
desk,001287_2014-06-16_16-24-42_260595134347_rgbf000113-resize,4
desk,001293_2014-06-16_16-27-24_260595134347_rgbf000103-resize,0
desk,001298_2014-06-16_16-30-08_260595134347_rgbf000041-resize,0
desk,001314_2014-06-16_16-38-26_260595134347_rgbf000114-resize,0
desk,0013155-000440869464,3
desk,001315_2014-06-16_16-38-42_260595134347_rgbf000050-resize,0
desk,001320_2014-06-16_16-43-03_260595134347_rgbf000098-resize,0
desk,0013295-000570681533,6
desk,0013363-000448085751,1
desk,0013365-000447974856,7
desk,0013428-000576479801,9
desk,0013465-000451504383,8
desk,001360_2014-06-19_15-48-58_260595134347_rgbf000084-resize,0
desk,0013716-000459738972,0
desk,0013929-000466877880,9
desk,001394_2014-06-19_16-09-16_260595134347_rgbf000092-resize,0
desk,001395_2014-06-19_16-09-40_260595134347_rgbf000090-resize,0
desk,001396_2014-06-19_16-10-07_260595134347_rgbf000128-resize,0
desk,001402_2014-06-19_16-12-57_260595134347_rgbf000056-resize,0
desk,001403_2014-06-19_16-13-21_260595134347_rgbf000091-resize,0
desk,0014061-000603862373,3
desk,001407_2014-06-19_16-16-04_260595134347_rgbf000107-resize,0
desk,001408_2014-06-19_16-16-19_260595134347_rgbf000084-resize,0
desk,001427_2014-06-19_16-49-12_260595134347_rgbf000035-resize,0
desk,001430_2014-06-19_16-50-36_260595134347_rgbf000047-resize,0
desk,001434_2014-06-19_16-51-47_260595134347_rgbf000098-resize,0
desk,001438_2014-06-19_16-53-33_260595134347_rgbf000124-resize,0
desk,001439_2014-06-19_16-54-01_260595134347_rgbf000072-resize,0
desk,001440_2014-06-19_16-54-22_260595134347_rgbf000107-resize,0
desk,001442_2014-06-19_16-57-58_260595134347_rgbf000070-resize,0
desk,001443_2014-06-19_16-58-34_260595134347_rgbf000106-resize,0
desk,001446_2014-06-19_17-00-02_260595134347_rgbf000057-resize,0
desk,001447_2014-06-19_17-00-32_260595134347_rgbf000082-resize,0
desk,001448_2014-06-19_17-00-58_260595134347_rgbf000053-resize,0
desk,001449_2014-06-19_17-01-27_260595134347_rgbf000116-resize,0
desk,001451_2014-06-19_17-02-39_260595134347_rgbf000073-resize,0
desk,001453_2014-06-19_17-05-40_260595134347_rgbf000108-resize,0
desk,001454_2014-06-19_17-06-17_260595134347_rgbf000104-resize,0
desk,001455_2014-06-19_17-06-37_260595134347_rgbf000075-resize,0
desk,001477_2014-06-19_17-33-27_260595134347_rgbf000089-resize,0
desk,001479_2014-06-19_17-34-11_260595134347_rgbf000054-resize,3
desk,0014805-000496237896,0
desk,001482_2014-06-19_17-35-08_260595134347_rgbf000074-resize,0
desk,0015226-000653767697,0
desk,001526_2014-06-20_16-45-35_260595134347_rgbf000054-resize,3
desk,001529_2014-06-20_16-49-30_260595134347_rgbf000081-resize,0
desk,001530_2014-06-20_16-49-59_260595134347_rgbf000161-resize,0
desk,001533_2014-06-20_16-51-19_260595134347_rgbf000085-resize,4
desk,0015471-000518559552,0
desk,001559_2014-06-20_17-13-59_260595134347_rgbf000081-resize,0
desk,001563_2014-06-20_17-15-50_260595134347_rgbf000092-resize,3
desk,001568_2014-06-20_17-19-47_260595134347_rgbf000092-resize,0
desk,0015714-000526703940,3
desk,001596_2014-06-20_11-15-14_260595134347_rgbf000063-resize,0
desk,001600_2014-06-20_11-16-18_260595134347_rgbf000050-resize,0
desk,001601_2014-06-20_11-16-31_260595134347_rgbf000056-resize,0
desk,001670_2014-06-26_19-11-25_260595134347_rgbf000118-resize,0
desk,001671_2014-06-26_19-12-16_260595134347_rgbf000153-resize,0
desk,001672_2014-06-26_19-12-38_260595134347_rgbf000072-resize,0
desk,001673_2014-06-26_19-12-49_260595134347_rgbf000063-resize,0
desk,001674_2014-06-26_19-13-03_260595134347_rgbf000043-resize,0
desk,001675_2014-06-26_19-13-13_260595134347_rgbf000041-resize,0
desk,001676_2014-06-26_19-13-24_260595134347_rgbf000038-resize,0
desk,001678_2014-06-26_19-13-56_260595134347_rgbf000102-resize,0
desk,0016817-000718918200,3
desk,001684_2014-06-26_19-15-13_260595134347_rgbf000103-resize,1
desk,001689_2014-06-26_19-16-46_260595134347_rgbf000077-resize,0
desk,0017012-001404517944,2
desk,0017041-000728503776,0
desk,0017161-001409526001,0
desk,0017400-001417532959,2
desk,0017699-000593465022,0
desk,0017974-001437932983,2
desk,001808_2014-06-26_20-50-58_260595134347_rgbf000029-resize,1
desk,001817_2014-06-26_20-53-30_260595134347_rgbf000038-resize,0
desk,0018375-001451480957,2
desk,001839_2014-06-22_13-18-01_260595134347_rgbf000032-resize,0
desk,0018933-001470295044,3
desk,001902_2014-06-22_13-59-28_260595134347_rgbf000026-resize,3
desk,002037_2014-06-24_20-21-35_260595134347_rgbf000033-resize,0
desk,002039_2014-06-24_20-22-38_260595134347_rgbf000084-resize,0
desk,002051_2014-06-24_20-57-45_260595134347_rgbf000082-resize,0
desk,002074_2014-06-24_21-52-30_260595134347_rgbf000058-resize,0
desk,002084_2014-06-25_19-41-41_260595134347_rgbf000107-resize,0
desk,002111_2014-06-25_20-11-29_260595134347_rgbf000072-resize,7
desk,002130_2014-06-25_21-11-34_260595134347_rgbf000093-resize,0
desk,002131_2014-06-25_21-12-01_260595134347_rgbf000083-resize,0
desk,002137_2014-06-25_21-18-19_260595134347_rgbf000081-resize,0
desk,002138_2014-06-25_21-18-40_260595134347_rgbf000110-resize,0
desk,002161_2014-06-27_23-55-55_260595134347_rgbf000050-resize,0
desk,002162_2014-06-27_23-56-21_260595134347_rgbf000127-resize,0
desk,002396_2014-06-28_20-20-31_260595134347_rgbf000072-resize,3
desk,002433_2014-06-28_20-29-40_260595134347_rgbf000031-resize,2
desk,002437_2014-06-28_20-30-38_260595134347_rgbf000102-resize,0
desk,002443_2014-06-28_20-31-53_260595134347_rgbf000050-resize,0
desk,002449_2014-06-28_20-33-09_260595134347_rgbf000046-resize,0
desk,002451_2014-06-28_20-33-44_260595134347_rgbf000022-resize,0
desk,002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize,0
desk,002453_2014-06-28_20-34-05_260595134347_rgbf000032-resize,0
desk,002454_2014-06-28_20-34-26_260595134347_rgbf000031-resize,0
desk,002463_2014-06-28_20-36-47_260595134347_rgbf000012-resize,0
desk,002471_2014-06-28_20-39-28_260595134347_rgbf000025-resize,0
desk,002490_2014-06-16_16-35-42_260595134347_rgbf000095-resize,3
desk,002499_2014-05-25_16-55-43_094959634447_rgbf000208-resize,0
desk,002501_2014-06-24_13-14-22_094959634447_rgbf000083-resize,0
desk,002506_2014-06-24_13-18-36_094959634447_rgbf000076-resize,0
desk,002507_2014-06-24_13-18-57_094959634447_rgbf000080-resize,0
desk,002508_2014-06-24_13-19-10_094959634447_rgbf000078-resize,0
desk,002509_2014-06-24_13-19-22_094959634447_rgbf000077-resize,0
desk,002510_2014-06-24_13-19-41_094959634447_rgbf000080-resize,0
desk,002532_2014-06-24_13-35-33_094959634447_rgbf000075-resize,0
desk,002533_2014-06-24_13-35-45_094959634447_rgbf000073-resize,0
desk,002536_2014-06-24_13-36-30_094959634447_rgbf000088-resize,0
desk,002544_2014-06-24_13-38-33_094959634447_rgbf000077-resize,2
desk,002551_2014-06-24_13-45-57_094959634447_rgbf000078-resize,1
desk,002553_2014-06-24_13-46-25_094959634447_rgbf000076-resize,1
desk,002585_2014-06-24_14-10-37_094959634447_rgbf000062-resize,1
desk,002587_2014-06-24_14-11-10_094959634447_rgbf000070-resize,0
desk,002590_2014-06-24_14-13-08_094959634447_rgbf000018-resize,0
desk,002606_2014-06-24_14-29-33_094959634447_rgbf000061-resize,0
desk,002607_2014-06-24_14-29-46_094959634447_rgbf000059-resize,0
desk,002643_2014-06-24_14-52-59_094959634447_rgbf000063-resize,0
desk,002681_2014-06-13_16-17-21_094959634447_rgbf000150-resize,0
desk,002683_2014-06-13_16-18-49_094959634447_rgbf000150-resize,0
desk,002685_2014-06-13_16-20-06_094959634447_rgbf000151-resize,0
desk,002691_2014-06-13_16-31-07_094959634447_rgbf000151-resize,0
desk,002747_2014-06-22_19-07-02_094959634447_rgbf000083-resize,0
desk,002753_2014-06-22_19-09-03_094959634447_rgbf000075-resize,0
desk,002824_2014-06-22_20-24-00_094959634447_rgbf000078-resize,3
desk,002833_2014-06-22_20-37-01_094959634447_rgbf000096-resize,3
desk,002841_2014-06-22_20-41-25_094959634447_rgbf000082-resize,3
desk,002842_2014-05-29_20-37-21_094959634447_rgbf000075-resize,3
desk,002845_2014-05-29_20-38-49_094959634447_rgbf000095-resize,0
desk,002846_2014-05-29_21-05-03_094959634447_rgbf000150-resize,0
desk,002848_2014-06-03_18-36-13_094959634447_rgbf000148-resize,1
desk,002852_2014-06-03_18-54-54_094959634447_rgbf000293-resize,8
desk,002853_2014-06-03_18-56-20_094959634447_rgbf000150-resize,1
desk,002854_2014-06-03_18-56-42_094959634447_rgbf000150-resize,1
desk,002855_2014-06-03_18-57-10_094959634447_rgbf000151-resize,8
desk,002856_2014-06-03_18-58-13_094959634447_rgbf000151-resize,0
desk,002857_2014-06-03_18-58-39_094959634447_rgbf000150-resize,1
desk,002858_2014-06-03_19-00-45_094959634447_rgbf000171-resize,1
desk,002859_2014-06-03_19-01-19_094959634447_rgbf000150-resize,5
desk,002860_2014-06-03_19-02-35_094959634447_rgbf000151-resize,8
desk,002881_2014-06-03_17-37-20_094959634447_rgbf000151-resize,0
desk,002900_2014-06-03_18-01-15_094959634447_rgbf000150-resize,0
desk,002902_2014-06-03_18-02-52_094959634447_rgbf000150-resize,3
desk,002912_2014-06-03_18-09-02_094959634447_rgbf000103-resize,1
desk,002917_2014-06-07_22-24-37_094959634447_rgbf000151-resize,0
desk,002920_2014-06-26_15-42-34_094959634447_rgbf000081-resize,3
desk,002928_2014-06-26_15-49-18_094959634447_rgbf000080-resize,0
desk,002933_2014-06-26_15-51-53_094959634447_rgbf000077-resize,7
desk,002934_2014-06-26_15-52-10_094959634447_rgbf000096-resize,3
desk,002935_2014-06-26_15-52-31_094959634447_rgbf000075-resize,3
desk,002936_2014-06-26_15-53-20_094959634447_rgbf000074-resize,2
desk,002939_2014-06-26_15-54-00_094959634447_rgbf000077-resize,4
desk,002940_2014-06-26_15-54-27_094959634447_rgbf000083-resize,7
desk,002941_2014-06-26_15-54-41_094959634447_rgbf000078-resize,7
desk,002942_2014-06-26_15-54-57_094959634447_rgbf000086-resize,0
desk,002949_2014-06-26_15-57-42_094959634447_rgbf000079-resize,4
desk,002950_2014-06-26_15-58-10_094959634447_rgbf000087-resize,4
desk,002952_2014-06-26_16-05-47_094959634447_rgbf000061-resize,4
desk,002977_2014-06-08_18-29-24_094959634447_rgbf000151-resize,0
desk,002984_2014-06-08_18-39-32_094959634447_rgbf000150-resize,0
desk,002985_2014-06-08_18-40-56_094959634447_rgbf000099-resize,0
desk,003021_2014-06-15_13-10-57_094959634447_rgbf000075-resize,4
desk,003040_2014-06-15_13-35-01_094959634447_rgbf000076-resize,0
desk,003052_2014-06-15_13-53-19_094959634447_rgbf000151-resize,0
desk,003053_2014-06-15_13-53-54_094959634447_rgbf000150-resize,2
desk,003055_2014-06-15_13-56-11_094959634447_rgbf000083-resize,0
desk,003096_2014-06-24_21-03-34_094959634447_rgbf000070-resize,1
desk,003097_2014-06-24_21-03-54_094959634447_rgbf000066-resize,0
desk,003099_2014-06-24_21-04-53_094959634447_rgbf000076-resize,3
desk,003114_2014-05-11_20-40-39_094959634447_rgbf000100-resize,5
desk,003118_2014-05-12_10-26-34_094959634447_rgbf000101-resize,0
desk,003119_2014-05-12_10-27-16_094959634447_rgbf000100-resize,0
desk,003120_2014-05-12_10-27-48_094959634447_rgbf000100-resize,0
desk,003123_2014-05-12_10-37-47_094959634447_rgbf000100-resize,0
desk,003125_2014-05-12_10-39-22_094959634447_rgbf000100-resize,0
desk,003126_2014-05-12_10-39-49_094959634447_rgbf000100-resize,0
desk,003127_2014-05-12_10-40-11_094959634447_rgbf000100-resize,0
desk,003129_2014-05-12_10-48-10_094959634447_rgbf000100-resize,0
desk,003130_2014-05-12_10-48-53_094959634447_rgbf000101-resize,0
desk,003131_2014-05-12_10-49-17_094959634447_rgbf000101-resize,0
desk,003132_2014-05-12_10-49-43_094959634447_rgbf002599-resize,0
desk,003133_2014-05-12_10-56-45_094959634447_rgbf000100-resize,0
desk,003134_2014-05-12_10-57-10_094959634447_rgbf000100-resize,0
desk,003135_2014-05-12_10-57-34_094959634447_rgbf000100-resize,0
desk,003136_2014-05-12_10-58-05_094959634447_rgbf000100-resize,0
desk,003137_2014-05-12_10-58-30_094959634447_rgbf000100-resize,0
desk,003139_2014-05-12_10-59-31_094959634447_rgbf002151-resize,0
desk,003141_2014-05-12_11-06-12_094959634447_rgbf000100-resize,4
desk,003142_2014-05-12_11-06-33_094959634447_rgbf000100-resize,0
desk,003143_2014-05-12_11-07-00_094959634447_rgbf000100-resize,0
desk,003146_2014-05-12_11-16-12_094959634447_rgbf000100-resize,5
desk,003147_2014-05-12_11-16-44_094959634447_rgbf000101-resize,5
desk,003148_2014-05-12_11-17-18_094959634447_rgbf000100-resize,0
desk,003149_2014-05-12_11-17-52_094959634447_rgbf003779-resize,1
desk,003150_2014-05-12_11-26-59_094959634447_rgbf000101-resize,5
desk,003151_2014-05-12_11-27-24_094959634447_rgbf000100-resize,5
desk,003153_2014-05-12_11-28-21_094959634447_rgbf000101-resize,0
desk,003154_2014-05-12_11-28-46_094959634447_rgbf000101-resize,5
desk,003158_2014-05-12_11-32-40_094959634447_rgbf002887-resize,5
desk,003160_2014-05-12_21-34-13_094959634447_rgbf000100-resize,4
desk,003161_2014-05-12_21-34-38_094959634447_rgbf000100-resize,0
desk,003162_2014-05-12_21-35-10_094959634447_rgbf000101-resize,0
desk,003163_2014-05-12_21-35-34_094959634447_rgbf000100-resize,0
desk,003166_2014-05-12_21-37-22_094959634447_rgbf000100-resize,0
desk,003167_2014-05-12_21-37-51_094959634447_rgbf000101-resize,0
desk,003168_2014-05-12_21-38-37_094959634447_rgbf003333-resize,5
desk,003169_2014-05-12_21-44-53_094959634447_rgbf000101-resize,0
desk,003170_2014-05-12_21-45-16_094959634447_rgbf000101-resize,0
desk,003171_2014-05-12_21-45-44_094959634447_rgbf000100-resize,0
desk,003176_2014-05-12_21-52-31_094959634447_rgbf000101-resize,0
desk,003178_2014-05-12_21-53-27_094959634447_rgbf000101-resize,1
desk,003179_2014-05-12_21-53-59_094959634447_rgbf000100-resize,1
desk,003180_2014-05-12_21-54-37_094959634447_rgbf000100-resize,0
desk,003181_2014-05-12_21-55-03_094959634447_rgbf000852-resize,0
desk,003183_2014-05-12_22-05-39_094959634447_rgbf000025-resize,0
desk,003184_2014-05-12_22-06-10_094959634447_rgbf000050-resize,1
desk,003189_2014-05-12_22-11-34_094959634447_rgbf000101-resize,0
desk,003190_2014-05-12_22-12-20_094959634447_rgbf000101-resize,5
desk,003191_2014-05-12_22-12-45_094959634447_rgbf000101-resize,0
desk,003193_2014-05-12_22-15-42_094959634447_rgbf000100-resize,0
desk,003194_2014-05-12_22-16-14_094959634447_rgbf000100-resize,0
desk,003195_2014-05-12_22-17-02_094959634447_rgbf000100-resize,0
desk,003198_2014-05-12_22-19-06_094959634447_rgbf000045-resize,0
desk,003199_2014-05-12_22-20-08_094959634447_rgbf000102-resize,0
desk,003200_2014-05-12_22-20-58_094959634447_rgbf000021-resize,0
desk,003201_2014-05-12_22-22-02_094959634447_rgbf002264-resize,0
desk,003202_2014-05-12_22-26-12_094959634447_rgbf000100-resize,5
desk,003203_2014-05-12_22-26-50_094959634447_rgbf000050-resize,0
desk,003204_2014-05-12_22-27-19_094959634447_rgbf000050-resize,0
desk,003205_2014-05-12_22-27-44_094959634447_rgbf000050-resize,4
desk,003207_2014-05-13_11-25-48_094959634447_rgbf000100-resize,0
desk,003208_2014-05-13_11-26-19_094959634447_rgbf000101-resize,0
desk,003211_2014-05-13_11-29-43_094959634447_rgbf003701-resize,1
desk,003213_2014-05-13_11-45-56_094959634447_rgbf000102-resize,1
desk,003214_2014-05-13_11-46-19_094959634447_rgbf000100-resize,0
desk,003215_2014-05-13_11-46-49_094959634447_rgbf000100-resize,0
desk,003216_2014-05-13_11-47-24_094959634447_rgbf000100-resize,0
desk,003217_2014-05-13_11-48-00_094959634447_rgbf000100-resize,0
desk,003218_2014-05-13_11-51-46_094959634447_rgbf003313-resize,0
desk,003219_2014-05-14_13-25-04_094959634447_rgbf000101-resize,5
desk,003220_2014-05-14_13-25-24_094959634447_rgbf000100-resize,5
desk,003221_2014-05-14_13-25-50_094959634447_rgbf000101-resize,0
desk,003222_2014-05-14_13-26-24_094959634447_rgbf000100-resize,0
desk,003223_2014-05-14_13-26-55_094959634447_rgbf000100-resize,0
desk,003225_2014-05-14_13-41-16_094959634447_rgbf000101-resize,5
desk,003226_2014-05-14_13-41-43_094959634447_rgbf000100-resize,0
desk,003227_2014-05-14_13-42-10_094959634447_rgbf000100-resize,0
desk,003228_2014-05-14_13-42-35_094959634447_rgbf000101-resize,0
desk,003229_2014-05-14_13-43-11_094959634447_rgbf000100-resize,0
desk,003230_2014-05-14_13-43-32_094959634447_rgbf000100-resize,0
desk,003232_2014-05-14_13-44-11_094959634447_rgbf000101-resize,1
desk,003233_2014-05-14_13-45-26_094959634447_rgbf000035-resize,5
desk,003234_2014-05-14_13-45-46_094959634447_rgbf003506-resize,1
desk,003235_2014-05-14_13-55-10_094959634447_rgbf000101-resize,0
desk,003236_2014-05-14_13-55-31_094959634447_rgbf000100-resize,5
desk,003237_2014-05-14_13-56-09_094959634447_rgbf000100-resize,5
desk,003238_2014-05-14_13-56-36_094959634447_rgbf000100-resize,0
desk,003239_2014-05-14_13-57-08_094959634447_rgbf000100-resize,0
desk,003240_2014-05-14_13-57-38_094959634447_rgbf000100-resize,0
desk,003241_2014-05-14_13-58-02_094959634447_rgbf000100-resize,0
desk,003242_2014-05-14_13-58-27_094959634447_rgbf000101-resize,0
desk,003243_2014-05-14_13-59-46_094959634447_rgbf000914-resize,0
desk,003244_2014-05-14_14-02-28_094959634447_rgbf000169-resize,0
desk,003245_2014-05-14_14-04-08_094959634447_rgbf004589-resize,5
desk,003246_2014-05-14_14-14-07_094959634447_rgbf000100-resize,5
desk,003247_2014-05-14_14-14-31_094959634447_rgbf000100-resize,5
desk,003248_2014-05-14_14-15-01_094959634447_rgbf000100-resize,5
desk,003249_2014-05-14_14-15-42_094959634447_rgbf000100-resize,0
desk,003250_2014-05-14_14-16-13_094959634447_rgbf000106-resize,1
desk,003251_2014-05-14_14-16-47_094959634447_rgbf000100-resize,0
desk,003254_2014-05-14_15-38-36_094959634447_rgbf000100-resize,5
desk,003255_2014-05-14_15-39-09_094959634447_rgbf000100-resize,4
desk,003256_2014-05-14_15-39-30_094959634447_rgbf000100-resize,1
desk,003257_2014-05-14_15-39-51_094959634447_rgbf000100-resize,5
desk,003258_2014-05-14_15-40-22_094959634447_rgbf000100-resize,0
desk,003259_2014-05-14_15-40-42_094959634447_rgbf000101-resize,0
desk,003260_2014-05-14_15-41-18_094959634447_rgbf000100-resize,0
desk,003261_2014-05-14_15-41-51_094959634447_rgbf000100-resize,1
desk,003262_2014-05-14_15-42-45_094959634447_rgbf000100-resize,0
desk,003263_2014-05-14_15-50-17_094959634447_rgbf000101-resize,5
desk,003264_2014-05-14_15-50-39_094959634447_rgbf000100-resize,5
desk,003267_2014-05-14_15-51-58_094959634447_rgbf000100-resize,0
desk,003268_2014-05-14_15-52-26_094959634447_rgbf000100-resize,1
desk,003270_2014-05-14_15-53-34_094959634447_rgbf000025-resize,5
desk,003272_2014-05-14_15-57-28_094959634447_rgbf001031-resize,1
desk,003273_2014-05-14_16-09-31_094959634447_rgbf000100-resize,1
desk,003274_2014-05-14_16-09-52_094959634447_rgbf000100-resize,1
desk,003275_2014-05-14_16-10-31_094959634447_rgbf000100-resize,1
desk,003276_2014-05-14_16-11-00_094959634447_rgbf000101-resize,1
desk,003277_2014-05-14_16-11-27_094959634447_rgbf000101-resize,0
desk,003278_2014-05-14_16-11-55_094959634447_rgbf000101-resize,0
desk,003279_2014-05-14_16-12-25_094959634447_rgbf000101-resize,0
desk,003280_2014-05-14_16-13-18_094959634447_rgbf001198-resize,0
desk,003281_2014-05-14_16-16-10_094959634447_rgbf000132-resize,0
desk,003283_2014-05-14_16-19-37_094959634447_rgbf000034-resize,0
desk,003284_2014-05-14_16-22-02_094959634447_rgbf000584-resize,0
desk,003301_2014-05-14_22-28-06_094959634447_rgbf000159-resize,0
desk,003302_2014-05-14_22-30-15_094959634447_rgbf000365-resize,0
desk,003338_2014-05-20_11-01-23_094959634447_rgbf000051-resize,0
desk,003349_2014-05-20_11-30-21_094959634447_rgbf000100-resize,0
desk,003350_2014-05-20_11-30-44_094959634447_rgbf000101-resize,0
desk,003368_2014-05-20_14-21-47_094959634447_rgbf000051-resize,0
desk,003369_2014-05-20_14-22-20_094959634447_rgbf000050-resize,0
desk,003370_2014-05-20_14-22-45_094959634447_rgbf000050-resize,0
desk,003371_2014-05-20_14-23-08_094959634447_rgbf000050-resize,3
desk,003390_2014-05-20_15-26-40_094959634447_rgbf000100-resize,0
desk,003392_2014-05-20_15-31-40_094959634447_rgbf000121-resize,0
desk,003394_2014-05-20_15-38-57_094959634447_rgbf000101-resize,3
desk,003395_2014-05-20_15-39-18_094959634447_rgbf000101-resize,0
desk,003408_2014-05-21_09-11-41_094959634447_rgbf000101-resize,0
desk,003409_2014-05-21_09-12-10_094959634447_rgbf000100-resize,0
desk,003410_2014-05-21_09-12-33_094959634447_rgbf000101-resize,0
desk,003411_2014-05-21_09-13-00_094959634447_rgbf000100-resize,0
desk,003412_2014-05-21_09-13-28_094959634447_rgbf000101-resize,0
desk,003413_2014-05-21_09-14-10_094959634447_rgbf000099-resize,0
desk,003414_2014-05-21_09-14-44_094959634447_rgbf000101-resize,0
desk,003415_2014-05-21_09-46-52_094959634447_rgbf003158-resize,0
desk,003416_2014-05-21_09-52-18_094959634447_rgbf000100-resize,0
desk,003417_2014-05-21_09-52-40_094959634447_rgbf000101-resize,0
desk,003418_2014-05-21_09-54-13_094959634447_rgbf000100-resize,0
desk,003422_2014-05-21_09-55-37_094959634447_rgbf000101-resize,0
desk,003423_2014-05-21_10-23-26_094959634447_rgbf002665-resize,0
desk,003425_2014-05-21_10-30-57_094959634447_rgbf002605-resize,0
desk,003426_2014-05-21_10-35-30_094959634447_rgbf000101-resize,3
desk,003427_2014-05-21_10-35-52_094959634447_rgbf000100-resize,0
desk,003428_2014-05-21_10-36-17_094959634447_rgbf000101-resize,0
desk,003429_2014-05-21_10-36-46_094959634447_rgbf000101-resize,0
desk,003431_2014-05-21_10-37-33_094959634447_rgbf000101-resize,0
desk,003432_2014-05-21_10-37-54_094959634447_rgbf000101-resize,0
desk,003434_2014-05-21_10-52-46_094959634447_rgbf003452-resize,0
desk,003435_2014-05-21_10-58-40_094959634447_rgbf000102-resize,3
desk,003436_2014-05-21_10-58-59_094959634447_rgbf000101-resize,0
desk,003437_2014-05-21_10-59-20_094959634447_rgbf000100-resize,0
desk,003438_2014-05-21_10-59-44_094959634447_rgbf000101-resize,0
desk,003439_2014-05-21_11-00-10_094959634447_rgbf000101-resize,0
desk,003440_2014-05-21_11-00-37_094959634447_rgbf000099-resize,0
desk,003441_2014-05-21_11-00-57_094959634447_rgbf000100-resize,0
desk,003442_2014-05-21_11-58-50_094959634447_rgbf003064-resize,0
desk,003443_2014-05-21_12-04-08_094959634447_rgbf000075-resize,0
desk,003444_2014-05-21_12-05-44_094959634447_rgbf000100-resize,0
desk,003445_2014-05-21_12-06-03_094959634447_rgbf000100-resize,0
desk,003446_2014-05-21_12-06-20_094959634447_rgbf000100-resize,0
desk,003447_2014-05-21_12-06-46_094959634447_rgbf000100-resize,0
desk,003448_2014-05-21_12-07-05_094959634447_rgbf000100-resize,0
desk,003449_2014-05-21_12-07-28_094959634447_rgbf000100-resize,0
desk,003451_2014-05-21_12-43-14_094959634447_rgbf004260-resize,0
desk,003452_2014-05-21_12-50-32_094959634447_rgbf000101-resize,0
desk,003456_2014-05-21_12-52-11_094959634447_rgbf000100-resize,0
desk,003457_2014-05-21_12-52-39_094959634447_rgbf000101-resize,3
desk,003458_2014-05-21_12-53-01_094959634447_rgbf000100-resize,0
desk,003459_2014-05-21_12-53-24_094959634447_rgbf000100-resize,0
desk,003462_2014-05-21_13-19-05_094959634447_rgbf000100-resize,0
desk,003468_2014-05-21_13-21-33_094959634447_rgbf000101-resize,0
desk,003470_2014-05-21_15-01-37_094959634447_rgbf000101-resize,0
desk,003471_2014-05-21_15-02-02_094959634447_rgbf000100-resize,0
desk,003472_2014-05-21_15-02-25_094959634447_rgbf000101-resize,0
desk,003473_2014-05-21_15-02-50_094959634447_rgbf000101-resize,0
desk,003474_2014-05-21_15-03-14_094959634447_rgbf002451-resize,0
desk,003475_2014-05-21_15-18-37_094959634447_rgbf002174-resize,0
desk,003476_2014-05-21_15-22-21_094959634447_rgbf003279-resize,3
desk,003479_2014-05-21_15-28-47_094959634447_rgbf000101-resize,0
desk,003480_2014-05-21_15-29-08_094959634447_rgbf000101-resize,0
desk,003481_2014-05-21_15-29-30_094959634447_rgbf000101-resize,3
desk,003482_2014-05-21_15-29-54_094959634447_rgbf000101-resize,0
desk,003483_2014-05-21_15-30-13_094959634447_rgbf000101-resize,0
desk,003484_2014-05-21_15-30-35_094959634447_rgbf000101-resize,9
desk,003485_2014-05-21_15-30-59_094959634447_rgbf000101-resize,0
desk,003486_2014-05-21_15-31-17_094959634447_rgbf000101-resize,0
desk,003487_2014-05-21_15-31-42_094959634447_rgbf000100-resize,0
desk,003499_2014-05-21_16-35-09_094959634447_rgbf000101-resize,0
desk,003501_2014-05-21_16-35-51_094959634447_rgbf000100-resize,3
desk,003504_2014-05-21_16-36-49_094959634447_rgbf000100-resize,0
desk,003515_2014-05-21_17-40-56_094959634447_rgbf000100-resize,1
desk,003516_2014-05-21_17-41-13_094959634447_rgbf000100-resize,0
desk,003518_2014-05-21_17-42-00_094959634447_rgbf000101-resize,1
desk,003522_2014-05-22_14-29-14_094959634447_rgbf008561-resize,0
desk,003523_2014-05-22_14-44-45_094959634447_rgbf001006-resize,0
desk,003524_2014-05-22_14-46-38_094959634447_rgbf000100-resize,0
desk,003528_2014-05-22_14-48-08_094959634447_rgbf000101-resize,0
desk,003532_2014-05-22_15-05-18_094959634447_rgbf000101-resize,0
desk,003536_2014-05-22_15-07-00_094959634447_rgbf000100-resize,0
desk,003537_2014-05-22_15-07-19_094959634447_rgbf000100-resize,0
desk,003540_2014-05-22_15-36-23_094959634447_rgbf000100-resize,0
desk,003541_2014-05-22_15-36-42_094959634447_rgbf000102-resize,0
desk,003542_2014-05-22_15-37-06_094959634447_rgbf000100-resize,0
