split,stage,scene,classes_present
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_mr\scan1\0005474-000232735992,door|cabinet|bottle|counter
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_mr\scan1\0005635-000238263000,bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_mr\scan1\0005758-000242488998,paper|pillow|bed|curtain|bottle
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_mr\scan1\0006355-000262790009,chair|window|sofa|pillow|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_nips2012\nips_1\0000179-000005984014,chair|table|paper|lamp|curtain|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_nips2012\nips_1\0000327-000010944382,chair|table|curtain|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_nips2012\nips_1\0000826-000027668866,table|lamp|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_nips2012\nips_1\0004597-000154057702,chair|shelf|desk|picture|lamp|curtain|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_nips2012\nips_1\0009556-000320297062,mirror|counter
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_nips2012\nips_1\0010449-000350226850,door|counter
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ny\hotel_ny_2012_oct_21_scan1\0001477-000062708436,lamp|pillow|bed|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ny\hotel_ny_2012_oct_21_scan1\0001772-000074841228,chair|book|paper|lamp|curtain|keyboard|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ny\hotel_ny_2012_oct_21_scan1\0002024-000085164156,chair|table|book|lamp|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pedraza\hotel_room_pedraza_2012_nov_25\0000457-000015397777,chair|table|door|paper|lamp|monitor|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pedraza\hotel_room_pedraza_2012_nov_25\0000937-000031485457,lamp|pillow|bed|curtain|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pedraza\hotel_room_pedraza_2012_nov_25\0002384-000079983109,table|window|lamp|sofa|monitor|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pedraza\hotel_room_pedraza_2012_nov_25\0002843-000095366953,chair|table|window|lamp|pillow|bed|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pedraza\hotel_room_pedraza_2012_nov_25\0003506-000117588061,chair|table|pillow|bed|curtain|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pedraza\hotel_room_pedraza_2012_nov_25\0003891-000130491721,lamp|sofa|bed|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pedraza\hotel_room_pedraza_2012_nov_25\0005873-000196920433,counter|cup
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pedraza\hotel_room_pedraza_2012_nov_25\0008636-000289525141,mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pedraza\hotel_room_pedraza_2012_nov_25\0009216-000308964421,chair|table|window|door|book|lamp|pillow|curtain|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pedraza\hotel_room_pedraza_2012_nov_25\0009426-000316002781,chair|table|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pittsburg\hotel_pittsburg_scan1_2012_dec_12\0000708-000023699223,sofa|curtain|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pittsburg\hotel_pittsburg_scan1_2012_dec_12\0001602-000053662527,table|cabinet|sofa|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pittsburg\hotel_pittsburg_scan1_2012_dec_12\0001835-000061505271,chair|table|paper|lamp|pillow|bed|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pittsburg\hotel_pittsburg_scan1_2012_dec_12\0004364-000146334267,chair|desk|lamp|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pittsburg\hotel_pittsburg_scan1_2012_dec_12\0007076-000237263175,mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pittsburg\hotel_pittsburg_scan1_2012_dec_12\0008162-000273661551,table|bottle|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pittsburg\hotel_pittsburg_scan1_2012_dec_12\0008458-000283582287,bottle|counter
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pittsburg\hotel_pittsburg_scan1_2012_dec_12\0008959-000300373803,bottle|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pittsburg\hotel_pittsburg_scan1_2012_dec_12\0014548-000487694727,bottle|mirror|cup
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pittsburg\hotel_pittsburg_scan1_2012_dec_12\0015683-000525768903,table|door|box|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pittsburg\hotel_pittsburg_scan1_2012_dec_12\0015848-000531299043,chair|table|pillow|bed|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_pittsburg\hotel_pittsburg_scan1_2012_dec_12\0017466-000585527931,chair|table|lamp|bed|bottle
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_sf\scan1\0000385-000123306000,chair|table|window|desk|book|lamp|monitor|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_sf\scan1\0002077-000180529999,chair|table|sofa|curtain|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_sf\scan1\0002902-000208285004,picture|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_sf\scan1\0003773-000237615997,bag|counter
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_sf\scan1\0003990-000244889008,box|bottle
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_sf\scan1\0004932-000277130005,table|lamp|pillow|bed|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_sf\scan1\0005265-000288542999,table|bed|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_sf\scan1\0007675-000371477997,mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_sf\scan1\0009418-000430492004,table|book|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_sf\scan2\0001019-000077074997,chair|table|monitor|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_sf\scan2\0001252-000085021004,table|paper|sofa|pillow|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_singapore_2012\singapore_hotel1\0000009-000000301644,cabinet|paper|bed|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_singapore_2012\singapore_hotel1\0000175-000005865300,chair|table|curtain|bottle|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_singapore_2012\singapore_hotel1\0002249-000075411000,table|bed|curtain|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_singapore_2012\singapore_hotel1\0003227-000108189648,chair|table|bottle
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_singapore_2012\singapore_hotel1\0006375-000213698016,box|pillow|bed|bottle
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_stb\scan1\0000129-000124099998,table|window|lamp|sofa|pillow|bed|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_stb\scan1\0000446-000135020004,window|sofa|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_stb\scan1\0001928-000185283997,door|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_stb\scan1\0002436-000202360992,table|door|desk|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_stb\scan1\0002600-000207987000,door|picture|lamp|bed|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_stb\scan1\0003171-000227287994,table|lamp|sofa|pillow|bed|curtain|bag|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_stb\scan1\0003978-000254567993,door|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_stb\scan1\0004523-000273459991,table|door|box|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_uc\scan2\0000112-000150593994,table|lamp|pillow|bed|bottle
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_uc\scan2\0000885-000176498993,table|window|sofa|bed|curtain|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_uc\scan2\0001133-000184807007,window|sofa|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_uc\scan2\0002058-000215875000,cabinet|box|lamp|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_uc\scan2\0002295-000223837997,chair|cabinet|picture|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_uc\scan2\0003894-000277313995,table|mirror|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_uc\scan2\0004587-000300467010,door|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_uc\scan2\0005249-000322591003,picture|mirror|counter
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_uc\scan2\0006784-000374315002,table|door|lamp|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_uc\scan2\0007644-000403144989,mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucla_ant\hotel_room_ucla_scan1_2012_oct_05\0002034-000068205060,window|cabinet|lamp|sofa|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucla_ant\hotel_room_ucla_scan1_2012_oct_05\0002972-000099643068,cabinet|counter
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucla_ant\hotel_room_ucla_scan1_2012_oct_05\0003741-000125416872,counter
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucla_ant\hotel_room_ucla_scan1_2012_oct_05\0006322-000211921668,window|book|lamp|pillow|bed|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucla_ant\hotel_room_ucla_scan1_2012_oct_05\0007370-000247046436,chair|window|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucla_ant\hotel_room_ucla_scan1_2012_oct_05\0012491-000418715388,table|window|lamp|bed|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucla_jx\ucla_hotel_1\0001195-000040018104,chair|table|door|shelf|paper|pillow|bottle
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucla_jx\ucla_hotel_1\0002401-000080471916,chair|desk|paper|curtain|bottle
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucla_jx\ucla_hotel_1\0005420-000181723752,chair|window|cabinet|box|sofa|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucla_jx\ucla_hotel_1\0005953-000199587780,counter
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucla_jx\ucla_hotel_1\0006884-000230791176,mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucsd\la1\0000007-000000201096,chair|table|paper|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucsd\la1\0000988-000033147324,table|shelf|lamp|sofa|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucsd\la1\0001745-000058518936,bed|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_ucsd\la1\0004144-000138923820,door|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_umd\maryland_hotel1\0000126-000004189500,chair|table|bed|curtain|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_umd\maryland_hotel1\0000316-000010557540,table|curtain|bottle|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_umd\maryland_hotel1\0004469-000149749488,counter
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_umd\maryland_hotel1\0004964-000166339908,door|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hotel_umd\maryland_hotel1\0005679-000190303848,door|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hyatt_cambridge\hyatt_cambridge\0000006-000000167580,chair|table|door|lamp|sofa|pillow|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hyatt_cambridge\hyatt_cambridge\0000563-000018835992,chair|table|door|shelf|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hyatt_cambridge\hyatt_cambridge\0005666-000189901656,chair|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hyatt_cambridge\hyatt_cambridge\0007037-000235852092,chair|table|window|mirror
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hyatt_cambridge\hyatt_cambridge\0007686-000257603976,chair|table|picture|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hyatt_cambridge\hyatt_cambridge\0012133-000406649628,sofa|pillow|curtain|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hyatt_cambridge\hyatt_cambridge\0014858-000497980728,mirror|counter
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hyatt_cambridge\hyatt_cambridge\0014994-000502538904,counter
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\hyatt_cambridge\hyatt_cambridge\0018039-000604595124,chair|lamp|bed|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_13_xh_lab1\xh_lab1_1\0001473-000049335552,chair|table|shelf|box|paper|lamp|bottle|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_13_xh_lab1\xh_lab1_1\0002852-000095554116,desk|paper|monitor|keyboard
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_13_xh_lab1\xh_lab1_1\0003119-000104502888,monitor|keyboard
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_13_xh_lab1\xh_lab1_1\0004069-000136343088,box|bottle
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_13_xh_lab2\xh_lab2_1\0000005-000000134064,door|cabinet|shelf|box|bottle|counter
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_13_xh_lab2\xh_lab2_1\0001324-000044341668,window|door|bottle
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_13_xh_lab2\xh_lab2_1\0001954-000065456748,door|bottle
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_13_xh_lab2\xh_lab2_1\0002081-000069713280,shelf|bottle|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_13_xh_lab2\xh_lab2_1\0002139-000071657208,table|door|box|bottle
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_13_xh_lab2\xh_lab2_1\0002546-000085298220,chair|cabinet|box|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0001659-000069622913,chair|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0002038-000085509497,chair|window|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0003416-000144966881,chair|table|window|curtain|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0003743-000159010085,window|cabinet|desk|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0004313-000182538317,window|desk|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0005236-000221718521,door|desk|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0000008-000000304672,chair|window|shelf|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0000885-000038579944,chair|table|cabinet|desk|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_26_100\classroom_26100_nov_2_2012_scan1_erika\0000182-000007631356,chair|sofa|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_123\123_1\0003759-000125958028,chair|table|paper|monitor|bottle
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_123\123_1\0007010-000234918544,chair|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_123\123_1\0018835-000631245244,chair|desk|bag
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_144\classroom_32144_nov_2_2012_scan1_erika\0005246-000234044735,chair|table|desk|light
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_144\classroom_32144_nov_2_2012_scan1_erika\0008250-000370890563,counter
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_261\261_1\0000115-000003844746,chair|table|door|cup
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_261\261_1\0000238-000007967214,chair|table|box|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_261\261_1\0002418-000081032094,chair|window|curtain
Surv-A,Stage 3 – Low-freq (kitchen/accessories),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0002960-000099240876,chair|table|curtain
