stage,scene_type,scene,classes_present
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001617_2014-06-20_11-35-32_260595134347_rgbf000066-resize,chair|table|door|paper
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001618_2014-06-20_11-37-31_260595134347_rgbf000027-resize,chair|table|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001619_2014-06-20_11-37-45_260595134347_rgbf000103-resize,chair|table|door
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001640_2014-06-20_11-48-26_260595134347_rgbf000093-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001644_2014-06-20_11-56-47_260595134347_rgbf000057-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002501_2014-06-24_13-14-22_094959634447_rgbf000083-resize,chair|desk|light
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002504_2014-06-24_13-17-46_094959634447_rgbf000084-resize,table|door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002505_2014-06-24_13-17-58_094959634447_rgbf000081-resize,chair|table|door
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002506_2014-06-24_13-18-36_094959634447_rgbf000076-resize,shelf
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002507_2014-06-24_13-18-57_094959634447_rgbf000080-resize,chair|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002508_2014-06-24_13-19-10_094959634447_rgbf000078-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002509_2014-06-24_13-19-22_094959634447_rgbf000077-resize,chair|door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002510_2014-06-24_13-19-41_094959634447_rgbf000080-resize,chair|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002511_2014-06-24_13-19-55_094959634447_rgbf000077-resize,chair|table|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002512_2014-06-24_13-20-12_094959634447_rgbf000077-resize,chair|table|lamp|monitor
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002515_2014-06-24_13-22-46_094959634447_rgbf000076-resize,chair|table|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002516_2014-06-24_13-22-57_094959634447_rgbf000077-resize,chair
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002517_2014-06-24_13-23-18_094959634447_rgbf000075-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002518_2014-06-24_13-23-31_094959634447_rgbf000080-resize,chair|table|door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002519_2014-06-24_13-23-50_094959634447_rgbf000073-resize,chair|table|door
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002520_2014-06-24_13-24-20_094959634447_rgbf000076-resize,chair|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002521_2014-06-24_13-24-32_094959634447_rgbf000082-resize,chair
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002522_2014-06-24_13-24-46_094959634447_rgbf000082-resize,chair|door
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002523_2014-06-24_13-25-13_094959634447_rgbf000081-resize,chair|door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002524_2014-06-24_13-25-26_094959634447_rgbf000083-resize,chair
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002525_2014-06-24_13-25-38_094959634447_rgbf000073-resize,chair|window|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002526_2014-06-24_13-25-54_094959634447_rgbf000084-resize,chair|table|door
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002527_2014-06-24_13-26-28_094959634447_rgbf000078-resize,table|window|monitor|keyboard
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002528_2014-06-24_13-26-42_094959634447_rgbf000129-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002529_2014-06-24_13-27-00_094959634447_rgbf000079-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002530_2014-06-24_13-27-23_094959634447_rgbf000079-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002531_2014-06-24_13-28-18_094959634447_rgbf000086-resize,chair|table|box|monitor|keyboard
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002577_2014-06-24_14-07-36_094959634447_rgbf000059-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002578_2014-06-24_14-07-51_094959634447_rgbf000066-resize,chair
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002579_2014-06-24_14-08-03_094959634447_rgbf000061-resize,chair|table|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002611_2014-06-24_14-34-06_094959634447_rgbf000063-resize,chair|table|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002612_2014-06-24_14-34-16_094959634447_rgbf000073-resize,chair|table|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002613_2014-06-24_14-34-31_094959634447_rgbf000063-resize,chair|table|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002614_2014-06-24_14-34-45_094959634447_rgbf000072-resize,chair|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002615_2014-06-24_14-34-58_094959634447_rgbf000072-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002616_2014-06-24_14-35-17_094959634447_rgbf000073-resize,chair|table|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002617_2014-06-24_14-36-55_094959634447_rgbf000060-resize,chair|table|bag|mirror
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002618_2014-06-24_14-37-07_094959634447_rgbf000068-resize,chair|table|window|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002619_2014-06-24_14-37-18_094959634447_rgbf000065-resize,chair|table|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002621_2014-06-24_14-43-56_094959634447_rgbf000039-resize,chair|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002630_2014-06-24_14-47-50_094959634447_rgbf000055-resize,chair|table|book
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002631_2014-06-24_14-48-15_094959634447_rgbf000071-resize,chair|bag
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002632_2014-06-24_14-48-29_094959634447_rgbf000063-resize,chair
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002633_2014-06-24_14-48-40_094959634447_rgbf000063-resize,chair
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002634_2014-06-24_14-48-54_094959634447_rgbf000060-resize,chair|window|book|bag
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002635_2014-06-24_14-49-03_094959634447_rgbf000072-resize,desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002636_2014-06-24_14-49-20_094959634447_rgbf000066-resize,chair|desk|paper|bag
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002637_2014-06-24_14-51-13_094959634447_rgbf000066-resize,chair|table|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002638_2014-06-24_14-51-25_094959634447_rgbf000066-resize,chair|table|window|book
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002639_2014-06-24_14-51-37_094959634447_rgbf000074-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002640_2014-06-24_14-51-49_094959634447_rgbf000071-resize,chair|table|window|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002641_2014-06-24_14-52-01_094959634447_rgbf000061-resize,chair|table|window|monitor|keyboard
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002642_2014-06-24_14-52-16_094959634447_rgbf000065-resize,chair|door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002643_2014-06-24_14-52-59_094959634447_rgbf000063-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002644_2014-06-24_14-53-11_094959634447_rgbf000199-resize,chair|table|light
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002645_2014-06-24_14-53-56_094959634447_rgbf000064-resize,chair|table|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002646_2014-06-24_14-54-07_094959634447_rgbf000056-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002647_2014-06-24_14-54-29_094959634447_rgbf000067-resize,chair|table|door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002648_2014-06-24_14-54-39_094959634447_rgbf000069-resize,chair|table|window|monitor|bag|keyboard
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002649_2014-06-24_14-54-50_094959634447_rgbf000066-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002650_2014-06-24_14-55-23_094959634447_rgbf000057-resize,chair|table|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002727_2014-06-22_11-49-24_094959634447_rgbf000025-resize,chair
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002728_2014-06-22_11-49-41_094959634447_rgbf000030-resize,chair|cabinet|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003119_2014-05-12_10-27-16_094959634447_rgbf000100-resize,chair|cabinet
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003120_2014-05-12_10-27-48_094959634447_rgbf000100-resize,chair|table|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003121_2014-05-12_10-28-58_094959634447_rgbf000100-resize,chair|door|cabinet|desk|paper
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003122_2014-05-12_10-29-39_094959634447_rgbf002909-resize,chair|door|cabinet|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003123_2014-05-12_10-37-47_094959634447_rgbf000100-resize,cabinet
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003124_2014-05-12_10-38-57_094959634447_rgbf000100-resize,chair|cabinet
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003125_2014-05-12_10-39-22_094959634447_rgbf000100-resize,chair|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003126_2014-05-12_10-39-49_094959634447_rgbf000100-resize,chair|door|cabinet|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003127_2014-05-12_10-40-11_094959634447_rgbf000100-resize,chair|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003128_2014-05-12_10-41-05_094959634447_rgbf002598-resize,chair|cabinet
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003129_2014-05-12_10-48-10_094959634447_rgbf000100-resize,chair|table|door|keyboard
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003130_2014-05-12_10-48-53_094959634447_rgbf000101-resize,chair|table|window|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003131_2014-05-12_10-49-17_094959634447_rgbf000101-resize,chair|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003132_2014-05-12_10-49-43_094959634447_rgbf002599-resize,chair|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003133_2014-05-12_10-56-45_094959634447_rgbf000100-resize,chair|table|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003134_2014-05-12_10-57-10_094959634447_rgbf000100-resize,door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003135_2014-05-12_10-57-34_094959634447_rgbf000100-resize,chair|table|door
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003136_2014-05-12_10-58-05_094959634447_rgbf000100-resize,chair|table|door|cabinet|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003137_2014-05-12_10-58-30_094959634447_rgbf000100-resize,chair|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003139_2014-05-12_10-59-31_094959634447_rgbf002151-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003140_2014-05-12_11-05-49_094959634447_rgbf000101-resize,chair|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003141_2014-05-12_11-06-12_094959634447_rgbf000100-resize,chair|window|door|desk|monitor|keyboard
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003142_2014-05-12_11-06-33_094959634447_rgbf000100-resize,chair|window|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003143_2014-05-12_11-07-00_094959634447_rgbf000100-resize,chair|window|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003144_2014-05-12_11-07-53_094959634447_rgbf002910-resize,chair|door|cabinet
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003145_2014-05-12_11-15-35_094959634447_rgbf000101-resize,chair|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003146_2014-05-12_11-16-12_094959634447_rgbf000100-resize,chair|door|cabinet|desk|paper|monitor|keyboard
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003147_2014-05-12_11-16-44_094959634447_rgbf000101-resize,chair|door|desk|monitor
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003148_2014-05-12_11-17-18_094959634447_rgbf000100-resize,chair|table
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003149_2014-05-12_11-17-52_094959634447_rgbf003779-resize,window|door|cabinet|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003150_2014-05-12_11-26-59_094959634447_rgbf000101-resize,chair|cabinet|desk|paper|monitor|keyboard
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003151_2014-05-12_11-27-24_094959634447_rgbf000100-resize,chair|door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003152_2014-05-12_11-27-50_094959634447_rgbf000101-resize,chair
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003153_2014-05-12_11-28-21_094959634447_rgbf000101-resize,chair|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003154_2014-05-12_11-28-46_094959634447_rgbf000101-resize,chair|window|box|paper
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003155_2014-05-12_11-29-19_094959634447_rgbf000101-resize,chair|table|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003156_2014-05-12_11-29-42_094959634447_rgbf000101-resize,chair|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003157_2014-05-12_11-30-24_094959634447_rgbf000542-resize,chair|curtain
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003173_2014-05-12_21-50-13_094959634447_rgbf000100-resize,chair|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003174_2014-05-12_21-50-47_094959634447_rgbf000100-resize,desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003176_2014-05-12_21-52-31_094959634447_rgbf000101-resize,chair|table|door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003177_2014-05-12_21-53-03_094959634447_rgbf000056-resize,chair|table|door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003178_2014-05-12_21-53-27_094959634447_rgbf000101-resize,chair|door|desk|paper|bag|light
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003179_2014-05-12_21-53-59_094959634447_rgbf000100-resize,chair|table|door|shelf
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003180_2014-05-12_21-54-37_094959634447_rgbf000100-resize,chair|table|lamp
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003181_2014-05-12_21-55-03_094959634447_rgbf000852-resize,chair|table|door
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003182_2014-05-12_21-58-54_094959634447_rgbf003572-resize,chair|door
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003183_2014-05-12_22-05-39_094959634447_rgbf000025-resize,window|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003184_2014-05-12_22-06-10_094959634447_rgbf000050-resize,chair|door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003185_2014-05-12_22-07-17_094959634447_rgbf000025-resize,chair|window|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003186_2014-05-12_22-07-43_094959634447_rgbf000051-resize,chair|window|cabinet|desk|light
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003187_2014-05-12_22-08-19_094959634447_rgbf000051-resize,chair|door|light
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003188_2014-05-12_22-08-43_094959634447_rgbf000050-resize,chair|table|door
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003189_2014-05-12_22-11-34_094959634447_rgbf000101-resize,chair|window|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003190_2014-05-12_22-12-20_094959634447_rgbf000101-resize,chair|door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003191_2014-05-12_22-12-45_094959634447_rgbf000101-resize,chair|desk|paper|monitor
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003193_2014-05-12_22-15-42_094959634447_rgbf000100-resize,chair|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003194_2014-05-12_22-16-14_094959634447_rgbf000100-resize,chair|window|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003195_2014-05-12_22-17-02_094959634447_rgbf000100-resize,chair|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003198_2014-05-12_22-19-06_094959634447_rgbf000045-resize,chair|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003199_2014-05-12_22-20-08_094959634447_rgbf000102-resize,chair|window|door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003200_2014-05-12_22-20-58_094959634447_rgbf000021-resize,chair|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003201_2014-05-12_22-22-02_094959634447_rgbf002264-resize,chair|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003202_2014-05-12_22-26-12_094959634447_rgbf000100-resize,chair|table|paper|monitor|keyboard
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003203_2014-05-12_22-26-50_094959634447_rgbf000050-resize,chair|window|door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003204_2014-05-12_22-27-19_094959634447_rgbf000050-resize,chair
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003205_2014-05-12_22-27-44_094959634447_rgbf000050-resize,chair|desk|monitor|keyboard
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003206_2014-05-12_22-28-18_094959634447_rgbf000402-resize,chair
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003207_2014-05-13_11-25-48_094959634447_rgbf000100-resize,chair|desk|paper
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003208_2014-05-13_11-26-19_094959634447_rgbf000101-resize,chair|table|window|paper|light
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003209_2014-05-13_11-26-49_094959634447_rgbf000100-resize,chair|door
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003210_2014-05-13_11-27-13_094959634447_rgbf000101-resize,chair|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003211_2014-05-13_11-29-43_094959634447_rgbf003701-resize,chair|door|paper
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003212_2014-05-13_11-36-45_094959634447_rgbf000268-resize,chair|window
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003213_2014-05-13_11-45-56_094959634447_rgbf000102-resize,door|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003214_2014-05-13_11-46-19_094959634447_rgbf000100-resize,chair|window|desk
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003215_2014-05-13_11-46-49_094959634447_rgbf000100-resize,chair|table|window|desk
