stage,scene_type,scene,classes_present,split
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_1\0001255-000042052638,chair|table|window|door|paper|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_1\0001393-000046677846,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_1\0001598-000053548626,chair|table|window|door|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_1\0001838-000061592466,chair|table|cabinet|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_1\0002023-000067792926,chair|table|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0000004-000000100548,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0000155-000005194980,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0000397-000013305852,chair|table|counter,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0000607-000020344212,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0000887-000029728692,window|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0001311-000043939476,chair|table|window|cabinet|mirror,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0001642-000055033272,chair|table|door|paper|lamp|bag|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0001896-000063546336,chair|table|window|counter,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0000004-000000118008,chair|table|window|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0000242-000008094816,chair|window|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0000399-000013356828,chair|table|window|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0000544-000018216648,chair|window|door|cabinet|desk|box,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0000748-000025053912,chair|table|window|door|counter,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0000848-000028405512,chair|table|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0001050-000035175744,chair|table|window|cabinet|counter,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0001222-000040940496,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0001464-000049051368,chair|table|window|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0001512-000050660136,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_2\0000036-000001206576,chair|table|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_2\0000199-000006669684,chair|window|cabinet|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_2\0000467-000015651972,chair|table|window|cabinet|counter,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_2\0000700-000023461200,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_2\0001406-000047157012,chair|table|window|door|cabinet|box,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_1\0000021-000000670320,chair|table|door|cabinet|paper|counter,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_1\0000427-000014277816,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_1\0000645-000021584304,chair|table|window|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_1\0000994-000033281388,chair|table|window|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_1\0001219-000040822488,chair|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_1\0001388-000046486692,chair|table|window|door|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_2\0000006-000000167580,chair|table|desk|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_2\0000528-000017662932,chair|table|window|cabinet|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_2\0001186-000039716460,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_3\0000139-000004747070,chair|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_3\0000319-000010779950,chair|table|window|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_3\0000454-000015304610,chair|window|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_3\0000776-000026096762,chair|table|counter,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_3\0000993-000033369734,chair|table|window|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_3\0001408-000047278874,chair|table|window|shelf,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0000005-000000161970,chair|window|door|shelf|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0000205-000006965718,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0000550-000018528738,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0001050-000035286738,chair|cabinet|shelf|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0001305-000043833318,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0001600-000053720538,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0002215-000074332878,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_2\0000005-000000134064,chair|table|shelf,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_2\0000745-000025036452,chair|table|door|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_2\0001084-000036398376,chair|door|counter,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_2\0001487-000049905324,chair|table|shelf,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_2\0001654-000055502496,chair|table|door|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_2\0001844-000061870536,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_2\0002129-000071422596,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_3\0000022-000000804384,chair|table|window|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_3\0000610-000020511792,chair|table|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_3\0000721-000024232068,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_3\0000998-000033516000,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_1\0000004-000000100548,chair|door|box,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_1\0000185-000006166944,chair|window|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_1\0000298-000009954252,table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_1\0000500-000016724484,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_1\0000906-000030331980,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_2\0000013-000000406487,chair|table|window|bottle,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_2\0000299-000009992063,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_2\0000418-000013980467,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_conf_big\hv_conf_big_1\0000291-000009753156,,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0000012-000000512921,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0000514-000020823617,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0000691-000028297685,chair|window|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0000861-000035570657,chair|table|window|monitor,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0001659-000069622913,chair|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0002038-000085509497,chair|window|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0002476-000104211425,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0002737-000115405769,chair|door|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0003416-000144966881,chair|table|window|curtain|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0003743-000159010085,window|cabinet|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0004313-000182538317,window|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0004552-000192727181,desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0005236-000221718521,door|desk|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0000008-000000304672,chair|window|shelf|bag,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0000366-000015655000,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0000533-000022961488,chair|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0000885-000038579944,chair|table|cabinet|desk|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0001336-000057985708,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0001563-000067805896,chair|table|window|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0001951-000084966088,window|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0002369-000103500436,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0003202-000139798264,cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_26_100\classroom_26100_nov_2_2012_scan1_erika\0000182-000007631356,chair|sofa|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_26_100\classroom_26100_nov_2_2012_scan1_erika\0000946-000040108360,chair|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_26_100\classroom_26100_nov_2_2012_scan1_erika\0001145-000048923068,desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_26_100\classroom_26100_nov_2_2012_scan1_erika\0001687-000072417784,cabinet|box,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_124\124_1\0001980-000066696840,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_124\124_1\0002777-000093409092,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_124\124_1\0004166-000139962816,chair|table|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_124\124_1\0004711-000158229036,chair|window|box,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_124\124_1\0006015-000201933900,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_261\261_1\0000115-000003844746,chair|table|door|cup,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_261\261_1\0000238-000007967214,chair|table|box|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0000067-000002279088,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0000675-000022656816,chair|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0000803-000026946864,,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0001268-000042531804,desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0001417-000047525688,,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0002048-000068674284,chair|table|door|desk|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0002524-000084627900,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0003465-000116166456,chair|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0003643-000122132304,door|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0003798-000127327284,chair|curtain|mirror,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0000107-000003569895,chair|table|bottle,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0001389-000046537407,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0002366-000079282539,chair|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0003244-000108709587,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0003670-000122987403,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0004027-000134952615,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d451\d451-1\0000435-000014571658,table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d463\d463_1\0003278-000109881292,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d463\d463_1\0004731-000158580040,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d463\d463_1\0005164-000173092468,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d463\d463_1\0005514-000184823068,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d463\d463_1\0006666-000223433500,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d463\d463_1\0007394-000247833148,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d463\d463_1\0008069-000270456448,chair|table|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d507\d507_1\0000844-000028253988,chair|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d507\d507_1\0001105-000037001664,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d507\d507_1\0002140-000071690724,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d507\d507_1\0002501-000083790000,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d507\d507_1\0002952-000098905716,chair|table|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d507\d507_1\0003520-000117942804,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g431\g431_1\0000145-000004830915,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g431\g431_1\0000836-000027990471,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g431\g431_1\0001049-000035129379,chair|table|window|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g431\g431_1\0001502-000050312127,chair|table|bottle,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g431\g431_1\0001986-000066533871,chair,SceneType-3stage
